Start date/time,End date/time,Residential load [kW],PV generation [kW],Electricity price [€/MWh],Marginal emission factor [kg CO2eq/MWh]
2021-07-09 19:15:00,2021-07-09 19:30:00,0.42294,0.04981445221445221,0.06022,0.47153645
2021-07-09 19:30:00,2021-07-09 19:45:00,0.42069999999999996,0.08456783216783216,0.06022,0.47153645
2021-07-09 19:45:00,2021-07-09 20:00:00,0.41831999999999997,0.06044195804195804,0.06022,0.47153645
2021-07-09 20:00:00,2021-07-09 20:15:00,0.41286,0.06673939393939395,0.053489999999999996,0.416061574
2021-07-09 20:15:00,2021-07-09 20:30:00,0.4081,0.04153473193473193,0.053489999999999996,0.416061574
2021-07-09 20:30:00,2021-07-09 20:45:00,0.40278,0.02806340326340326,0.053489999999999996,0.416061574
2021-07-09 20:45:00,2021-07-09 21:00:00,0.40138,0.015972027972027972,0.053489999999999996,0.416061574
2021-07-09 21:00:00,2021-07-09 21:15:00,0.40152,0.006689976689976691,0.05194,0.40806039
2021-07-09 21:15:00,2021-07-09 21:30:00,0.40432,0.0066405594405594395,0.05194,0.40806039
2021-07-09 21:30:00,2021-07-09 21:45:00,0.40656,0.0047002331002331,0.05194,0.40806039
2021-07-09 21:45:00,2021-07-09 22:00:00,0.41006,0.0009529137529137529,0.05194,0.40806039
2021-07-09 22:00:00,2021-07-09 22:15:00,0.41412000000000004,0.0,0.05259,0.416061574
2021-07-09 22:15:00,2021-07-09 22:30:00,0.4172,0.0,0.05259,0.416061574
2021-07-09 22:30:00,2021-07-09 22:45:00,0.41944000000000004,0.0,0.05259,0.416061574
2021-07-09 22:45:00,2021-07-09 23:00:00,0.42013999999999996,0.0,0.05259,0.416061574
2021-07-09 23:00:00,2021-07-09 23:15:00,0.4179,0.0,0.04937,0.955588235
2021-07-09 23:15:00,2021-07-09 23:30:00,0.41048,0.0,0.04937,0.955588235
2021-07-09 23:30:00,2021-07-09 23:45:00,0.39858,0.0,0.04937,0.955588235
2021-07-09 23:45:00,2021-07-10 00:00:00,0.38542,0.0,0.04937,0.955588235
