Year,MonthNo,Day,Hour,Minute,Property (groups),SumPower
2021,7,2,11,15,"SmartMeter",10109.357314835017
2021,7,2,11,30,"SmartMeter",5217.4816531328488
2021,7,2,11,45,"SmartMeter",6613.0429876298922
2021,7,2,12,0,"SmartMeter",-16181.881378775863
2021,7,2,12,15,"SmartMeter",-47486.3308130149
2021,7,2,12,30,"SmartMeter",-55003.710179528687
2021,7,2,12,45,"SmartMeter",-37244.251896277958
2021,7,2,13,0,"SmartMeter",-5134.3798482433986
2021,7,2,13,15,"SmartMeter",-37086.900835981221
2021,7,2,13,30,"SmartMeter",-66162.6805235019
2021,7,2,13,45,"SmartMeter",-96484.150848121644
2021,7,2,14,0,"SmartMeter",-70411.913089441368
2021,7,2,14,15,"SmartMeter",-66490.609564916667
2021,7,2,14,30,"SmartMeter",-81086.8408384927
2021,7,2,14,45,"SmartMeter",-121686.75803481243
2021,7,2,15,0,"SmartMeter",-72306.391433068347
2021,7,2,15,15,"SmartMeter",-71060.027872041333
2021,7,2,15,30,"SmartMeter",-27814.850199517372
2021,7,2,15,45,"SmartMeter",-44196.913792389139
2021,7,2,16,0,"SmartMeter",-79209.970393241892
2021,7,2,16,15,"SmartMeter",-63223.00576255496
2021,7,2,16,30,"SmartMeter",-78251.397218178157
2021,7,2,16,45,"SmartMeter",-77207.1943387144
2021,7,2,17,0,"SmartMeter",-44105.450862168567
2021,7,2,17,15,"SmartMeter",-11099.032485620777
2021,7,2,17,30,"SmartMeter",-49253.62195848376
2021,7,2,17,45,"SmartMeter",-32018.535936623215
2021,7,2,18,0,"SmartMeter",-32227.789048619459
2021,7,2,18,15,"SmartMeter",-44592.72573249197
2021,7,2,18,30,"SmartMeter",-52115.438088775722
2021,7,2,18,45,"SmartMeter",-31012.792860757589
2021,7,2,19,0,"SmartMeter",-47426.797908557113
2021,7,2,19,15,"SmartMeter",-47695.935669734528
2021,7,2,19,30,"SmartMeter",-43959.07261074167
2021,7,2,19,45,"SmartMeter",-37346.561819865849
2021,7,2,20,0,"SmartMeter",-27949.199589185209
2021,7,2,20,15,"SmartMeter",-6436.5043704627969
2021,7,2,20,30,"SmartMeter",1529.5345968205991
2021,7,2,20,45,"SmartMeter",414.477823531069
2021,7,2,21,0,"SmartMeter",-346.97617680109943
2021,7,2,21,15,"SmartMeter",8649.9942906586148
2021,7,2,21,30,"SmartMeter",14906.002921437335
2021,7,2,21,45,"SmartMeter",18011.464025556365
2021,7,2,22,0,"SmartMeter",16490.825570714114
2021,7,2,22,15,"SmartMeter",15160.847340197341
2021,7,2,22,30,"SmartMeter",13177.453085248086
2021,7,2,22,45,"SmartMeter",13854.190241571236
2021,7,2,23,0,"SmartMeter",18403.921779827342
2021,7,2,23,15,"SmartMeter",20228.18348732332
2021,7,2,23,30,"SmartMeter",17278.951384665579
2021,7,2,23,45,"SmartMeter",12988.4217948718
2021,7,3,0,0,"SmartMeter",13178.177120613589
2021,7,3,0,15,"SmartMeter",14953.384201234203
2021,7,3,0,30,"SmartMeter",13753.890991163269
2021,7,3,0,45,"SmartMeter",11616.423124027762
2021,7,3,1,0,"SmartMeter",14653.809050218075
2021,7,3,1,15,"SmartMeter",11380.145024707994
2021,7,3,1,30,"SmartMeter",11569.077380952382
2021,7,3,1,45,"SmartMeter",9300.9199999999983
2021,7,3,2,0,"SmartMeter",11508.284523809521
2021,7,3,2,15,"SmartMeter",10564.033991228071
2021,7,3,2,30,"SmartMeter",11105.138888888889
2021,7,3,2,45,"SmartMeter",10990.206140350878
2021,7,3,3,0,"SmartMeter",10288.59706959707
2021,7,3,3,15,"SmartMeter",8021.5602240896369
2021,7,3,3,30,"SmartMeter",9987.61437908497
2021,7,3,3,45,"SmartMeter",11808.795238095237
2021,7,3,4,0,"SmartMeter",10518.259103641458
2021,7,3,4,15,"SmartMeter",11743.023015873012
2021,7,3,4,30,"SmartMeter",15241.005050505053
2021,7,3,4,45,"SmartMeter",15538.068571428568
